"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"782.14","005252625","Monograph","Notated music","Volume","","","","Leisy, James F.","","person","","Eberhard, Carl [person] ; Leisy, James F. [person] ; Carroll, Lewis, 1832-1898 [person] ; Lambert, Jack [person]","Alice : a musical play in two acts based on Lewis Carroll's 'Alice in Wonderland' and 'Through the looking-glass'","Alice's adventures in Wonderland ; Through the looking-glass","","","England","London","Joseph Weinberger","1981","Full/vocal score with dialogue","1 score (128 pages), 28 cm","F.1198.bb. (1.)","Musical plays","","English","'Scored for one piano (four hands) ' _ t.p. verso ; Duration: 90 min ; With chord symbols",""
"782.14","007237588","Monograph","Language material ; Text","Volume","GB9489133","","","Aylett, David","","person","","Aylett, David [person] ; Carroll, Lewis, 1832-1898 [person]","Alice : a musical for schools","Alice's adventures in Wonderland ; Through the looking-glass","","","England","","David Aylett","1994","","27 pages, illustrations, 30 cm","YK.1996.b.1447","","","English","",""
"782.14","016552388","Monograph","Language material ; Text","Volume","GBB5G9722","","9780956571915","Blackwood, Chris","","person","author","Carroll, Lewis, 1832-1898 [person] ; Blackwood, Chris, author [person] ; Chater-Robinson, Piers, composer [person]","Through the looking glass","Through the looking-glass","","","England","London","International Theatre & Music","2013","","96 pages, 21 cm","YC.2015.a.13228","Musicals","","English","",""
"782.140268","013340687","Monograph","Language material ; Text","Volume","GBA600181","","9781904232384","Mitchell, Reg","","person","","Mitchell, Reg [person] ; Carroll, Lewis, 1832-1898 [person]","Alice! : a family musical","Alice's adventures in Wonderland ; Alice's adventures in Wonderland. Libretto","","","England","Warwick","Stratford Playscripts","2003","","68 pages, 21 cm","YK.2005.a.17612","Musicals--Librettos","Libretto","English","'Based on characters and events from Lewis Carroll's Alice's adventures in Wonderland' - t.p",""
"782.14083","013271525","Monograph","Notated music","Volume","","","9780951911679","Johnson, Mark","1957 November 2-","person","","Carroll, Lewis, 1832-1898 [person] ; Johnson, Mark, 1957 November 2- [person] ; Johnson, Helen, 1964- [person]","Alice - the musical : a children's musical with up to eighteen songs, in two acts","Alice's adventures in Wonderland","The classic series","","England","Hersham Green","Out of the Ark Music","2004","Teacher's book : score and production notes","1 score (96 pages), illustrations, 30 cm","G.1487.qq. (2.)","Musicals--Juvenile","","English","'For children aged 7-14 (KS 2-3) . Adaptable for younger children.' ; For treble voices, mainly unison but occasionally in 2-3 part, with piano accompaniment and chord symbols ; Includes synopsis, performance notes, and complete lyrics printed for reference",""
"782.542","015633367","Monograph","Notated music","Volume","","","","Bullard, Alan","1947-","person","composer","Oldys, William, 1696-1761 [person] ; Bullard, Alan, 1947-, composer [person] ; Carroll, Lewis, 1832-1898 [person] ; Howell, Thomas, active 1568-1581 [person] ; Thurlow, Edward Hovell-Thurlow, Baron, 1781-1829 [person] ; Dekker, Thomas, approximately 1572-1632 [person]","A summer garland : choral suite for mixed choir unaccompanied","","Colne Edition choral suites series","","England","Colchester, Essex ; Colne","","2002","","1 score (19 pages), 1 portrait, 30 cm","G.1505.s. (6.)","Howell, Thomas, active 1568-1581--Musical settings ; Dekker, Thomas, approximately 1572-1632--Musical settings ; Choruses, Secular (Mixed voices, 4 parts), Unaccompanied ; Suites ; Carroll, Lewis, 1832-1898--Musical settings ; Oldys, William, 1696-1761--Musical settings ; Summer--Songs and music ; Thurlow, Edward Hovell-Thurlow, Baron, 1781-1829--Musical settings","Song","English","'Colchester, April 2002'--At end ; Includes programme notes ; Set of five choral pieces with texts by various authors",""
"782.543","016452814","Monograph","Notated music","Volume","","","","Del Tredici, David","","person","composer","Carroll, Lewis, 1832-1898 [person] ; Del Tredici, David, composer [person]","Acrostic song : from final Alice : for a cappella mixed chorus with soprano solo","Alice Pleasance Liddell ; Final Alice ; Final Alice. Acrostic song. arranged ; Through the looking-glass","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (16 pages), 27 cm","F.1147.s. (8.)","Choruses, Secular (Mixed voices, 4 parts), Unaccompanied ; Carroll, Lewis, 1832-1898--Musical settings","","English","Additional title in caption: Alice Pleasance Liddell ; Duration: approximately 4 min ; Originally for soprano and orchestra ; Poem from Through the looking glass ; words printed also as text on page 4",""
"782.642","016296559","Monograph","Notated music","Volume","","","9780193392236","Quartel, Sarah","","person","composer","Quartel, Sarah, composer [person] ; Carroll, Lewis, 1832-1898 [person]","Alice : SSA and piano","Alice's adventures in Wonderland ; Sister, sister, you'll never guess what I've seen","Songbird","SB3 [Songbird]","England","Oxford","Oxford University Press","2013","","1 score (15 pages), portraits, 26 cm","E.756.rr. (5.)","Choruses, Secular (Women's voices, 3 parts) with piano ; Part songs, English","","English","Biographical note on back page ; Words by the composer, inspired by Lewis Carroll",""
"782.642","016883520","Monograph","Notated music","Volume","","","9780193400597","Chilcott, Bob","","person","composer","Carroll, Lewis, 1832-1898 [person] ; Chilcott, Bob, composer [person]","Mouse tales : SA (with divisions) and piano","","Secular","","England","Oxford","Oxford University Press","2014","","1 score (15 pages), portraits (black and white), 26 cm","E.1908.h. (8.)","Mice--Songs and music ; Choruses, Secular (Women's voices, 2 parts) with piano ; Carroll, Lewis, 1832-1898--Musical settings","Song","English","Includes biographical note in English ; Words by Lewis Carroll",""
"782.642","017852636","Monograph","Notated music","Volume","","","9780193413337","Chapple, Brian","","person","composer","Chapple, Brian, composer [person] ; Carroll, Lewis, 1832-1898 [person]","Beautiful soup : SSA and piano","","Songbird","","England","Oxford","Oxford University Press","2016","","1 score (8 pages), 26 cm","E.1908.y. (7.)","Carroll, Lewis, 1832-1898 Alice in Wonderland--Musical settings ; Choruses, Secular (Women's voices) with piano","Art music","English","",""
"782.65542","005301096","Monograph","Notated music","Volume","","","9780193426009","Berkeley, Michael","","person","","Berkeley, Michael [person] ; Carroll, Lewis, 1832-1898 [person]","The crocodile and Father William : sopranos and altos (div. a 6) unacc","","The Oxford choral songs","W100 [The Oxford choral songs]","England","Oxford","Oxford University Press","1984","","1 score (5 pages), 26 cm","F.1777.m./W100 ; H02/1218","Songs for unaccompanied women's voices","","English","",""
"782.7542","005248741","Monograph","Notated music","Volume","","","","Berkowitz, Sol","","person","","Carroll, Lewis, 1832-1898 [person] ; Berkowitz, Sol [person]","Father William : for two-part chorus of young voices with piano accompaniment","","LG choral series","","England","Wendover ; York","Represented by Banks Music Publications ; Roberton","1981","","1 score (8 pages), 26 cm","E.263.t. (9)","Songs for children's voices with piano","","English","Publ. number 75226 ; reprinted of the edition originally published: New York : Lawson-Gould music Publishers, c1979",""
"783.1242","018516739","Monograph","Notated music","Volume","","","","Larsen, Libby","","person","composer","Carroll, Lewis, 1832-1898, author [person] ; Larsen, Libby, composer [person]","Lewis Carroll songs : for soprano, mezzo-soprano, baritone, and piano","Lewis Carroll songs","","","United States of America","Minneapolis, Minnesota","Kenwood ; Libby Larsen Publishing","2016","Score","1 score (8, 13 pages), 28 cm","H06/.17502","Carroll, Lewis, 1832-1898 ; Carroll, Lewis, 1832-1898--Musical settings ; Vocal duets with piano","Chamber music ; Song","English","'Commissioned by Rebecca Wascoe Hays, Jeffrey Peterson, Quinn Patrick Ankrum, and Gregory Brookes'--Title page verso ; Composed 2014 ; Duration: 6 min ; Includes biographical note in English ; Publication date from vendor record ; The 1st song is for soprano, baritone and piano; the 2nd song is for soprano, mezzo-soprano (or alto), and piano",""
"783.242","016326965","Monograph","Notated music","Volume","","","","Short, Michael","1937-","person","composer","Lear, Edward, 1812-1888 [person] ; Carroll, Lewis, 1832-1898 [person] ; Short, Michael, 1937-, composer [person] ; Short, Elaine, illustrator [person]","Four nonsense songs","4 nonsense songs ; Nonsense songs","","","England","St Leonards-on-Sea","Crouch Music","2013","","1 score (32 pages), illustrations, 30 cm","G.242.bb. (14.)","Songs (High voice) with piano ; Lear, Edward, 1812-1888--Musical settings ; Carroll, Lewis, 1832-1898--Musical settings ; Songs (Low voice) with piano","","English","Cover title ; Includes preface by the composer ; Songs with piano accompaniment ; illustrations by Elaine Short",""
"783.242","018424600","Monograph","Notated music","Volume","","","","","","","","Blake, William, 1757-1827 [person] ; Maxim, Christopher [person] ; Stevenson, Robert Louis, 1850-1894 [person] ; Rusbridge, Barbara [person] ; Lowell, Amy, 1874-1925 [person] ; Carroll, Lewis, 1832-1898 [person] ; Shakespeare, William, 1564-1616 [person] ; Ritchie, Paul, 1954- [person] ; Field, Christopher, schoolmaster [person] ; Poole, Sarah, editor [person] ; Clevely, Sarah [person]","Sixty-second songs. Book 1","60-second songs. Book 1 ; Lamb ; Little crocodile ; Sea shell ; Songs","","","England","Templecombe, Somerset","Recital Music","2015","","1 score (18 pages), 30 cm","","Blake, William, 1757-1827--Musical settings ; Carroll, Lewis, 1832-1898--Musical settings ; Lowell, Amy, 1874-1925--Musical settings ; Songs with piano ; Stevenson, Robert Louis, 1850-1894--Musical settings ; Shakespeare, William, 1564-1616--Musical settings","Song","English","'Eight short, enjoyable and fun songs for the young singer' ; Editor's note and biography on back cover ; For voice and piano",""
"783.242","019017062","Monograph","Notated music","Volume","","","","Partch, Harry","1901-1974","person","composer","Corey, Charles, composer ; writer [person] ; Carroll, Lewis, 1832-1898, author [person] ; Partch, Harry, 1901-1974 [person] ; Rushworth, Julia, translator [person] ; Partch, Harry, 1901-1974, composer [person] ; Shakespeare, William, 1564-1616, author [person]","Summer 1955 : a collection of small compositions written or rewritten in summer 1955 (1955)","Collection of small compositions written or rewritten in summer 1955 ; Potion scene ; Psalms ; Settings from Lewis Carroll ; Ulysses at the edge ; Works. Selections","Harry","Partch edition [Harry]","Germany","Mainz","Schott","2017","Study score","1 study score (various pagings), 30 cm","H06/.18137","Quintets (Trumpet, percussion, double bass)--Scores ; Quartets (Clarinet, marimbas (2), cello), Arranged--Scores ; Carroll, Lewis, 1832-1898--Musical settings ; Partch, Harry, 1901-1974--Manuscripts--Facsimiles ; Vocal trios with instrumental ensemble--Scores ; Songs with instrumental ensemble--Scores ; Shakespeare, William, 1564-1616--Musical settings ; Music--Manuscripts--Facsimiles","Chamber music ; Facsimile ; Manuscript ; Musical arrangement ; Song","English ; French ; German","'This study score was prepared in March 2017.' ; Includes preface by Charles Corey in English, German and French ; Reproduction from holograph ; The 2nd work originally for voice and adapted viola; the 4th work presented in the original version for trumpet, double bass, and percussion and in an arrangement for clarinet, cello, and percussion",""
"783.342","014678481","Monograph","Notated music","Volume","","","","Del Tredici, David","","person","","Carroll, Lewis, 1832-1898 [person] ; Del Tredici, David [person]","Final Alice : for soprano-narrator, folk group and orchestra","Alice's adventures in Wonderland ; Through the looking-glass","","","United States of America","New York","Boosey & Hawkes ; Hal Leonard","2001","Full score","1 score (313 pages), facsimiles, 36 cm","I.180.d","Songs (High voice) with orchestra--Scores ; Carroll, Lewis, 1832-1898--Musical settings","","English","Duration: approximately 1:04:00",""
"783.3542","005252436","Monograph","Notated music","Volume","","","","Del Tredici, David","","person","","Carroll, Lewis, 1832-1898 [person] ; Del Tredici, David [person]","Acrostic song : from 'Final Alice' : high voice & piano","Final Alice. Acrostic song. Vocal score","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (10 pages), 31 cm","G.1316.a. (4.)","Songs for high voice with piano","","English","Duration: 4 min ; platesnumber SGB-2702A",""
"783.4542","005250662","Monograph","Notated music","Volume","","","","Del Tredici, David","","person","","Carroll, Lewis, 1832-1898 [person] ; Del Tredici, David [person]","Acrostic song : from 'Final Alice' : medium voice & piano","Final Alice. Acrostic song. arranged","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (10 pages), 31 cm","G.1316.a. (5.)","Songs for middle voice with piano","","English","Duration: 4 min ; plates number SGB-2702G",""
