"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Classic Moments From Alice in Wonderland","","019550747","Monograph","Language material","","","","9781912867332","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Kao, Jocelyn, illustrator [person]","","","England","","Ice House","2019","","1 volume (unpaged)","","","","","English","",""
"Classic collection","Alice's adventures in Wonderland ; Black Beauty ; Little women ; Secret garden ; Wizard of Oz","016734039","Monograph","Language material ; Still image ; Text","Volume","GBB457519","","9781781717844","","","","","Baker, Matt, illustrator [person] ; Monahan, Liz, illustrator [person] ; Merz, Bruno, 1976-, illustrator [person] ; Rooney, Anne, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Baum, L. Frank (Lyman Frank), 1856-1919 [person] ; Burnett, Frances Hodgson, 1849-1924 [person] ; Alcott, Louisa May, 1832-1888 [person] ; Dunn, Robert, illustrator [person] ; Sewell, Anna, 1820-1878 [person] ; Randall, Ronne, author [person]","","","England","London","","2014","","5 volumes, colour illustrations, 23 cm","823.92","YKL.2016.a.11282","Children's stories, English","","English","",""
"Classic stories of courageous girls","","019284442","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB944941","","9781444952339","Alcott, Louisa May","","person","author","Nesbit, E. (Edith), 1858-1924, author [person] ; Alcott, Louisa May, author [person] ; Hodgson Burnett, Frances, author [person] ; Carroll, Lewis, 1832-1898, author [person] ; Grimm, Brothers, author [person] ; Baum, L. Frank (Lyman Frank), 1856-1919, author [person] ; Brontë, Charlotte, 1816-1855, author [person] ; Blyton, Enid, author [person] ; Montgomery, L. M. (Lucy Maud), 1874-1942, author [person] ; Andersen, Hans Christian, author [person]","","","England","London","Hodder Children's","2019","","1 online resource","823.0108353","ELD.DS.431171","Children's stories, American ; Children's stories, English ; Women heroes--Juvenile fiction","Children's fiction","English","Additional physical form: Print version. 9781444952315",""
"Classic stories","Alice of Wonderland ; Alice's adventures in Wonderland ; Around the world in eighty days ; Railway children ; Secret garden ; Usborne classic stories ; Wind in the Willows ; Wind in the willows","016503877","Monograph","Language material ; Still image ; Text","Volume","GBB387481","","9781409563822","","","","","Grahame, Kenneth, 1859-1932 [person] ; Nesbit, E. (Edith), 1858-1924 [person] ; Carroll, Lewis, 1832-1898 [person] ; Burnett, Frances Hodgson, 1849-1924 [person] ; Marks, Alan, 1957-, illustrator [person] ; Sims, Lesley [person] ; Stower, Adam, illustrator [person] ; Bingham, Jane, 1952- [person] ; Sebag-Montefiore, Mary [person] ; Evangelista, Mauro, illustrator [person]","","","England","London","Usborne","2013","","5 volumes, colour illustrations, slipcase (21 x 14 x 6 cm)","823.9208","YK.2014.a.11157","Children's stories, English","","English","Title from cover of slip case",""
"Classics Illustrated presents Alice in Wonderland","Alice in Wonderland ; Alice's adventures in Wonderland","017761380","Monograph","Language material ; Still image ; Text","Volume","GBB835450","","9781910619810","","","","","Carroll, Lewis, 1832-1898 [person]","Classics illustrated","","England","Newbury, Berkshire","","2016","","51 pages, chiefly illustrations (black and white and colour), 25 cm","741.5","YKL.2018.a.1052","Alice, (Fictitious character from Carroll)--Comic books, strips, etc--Juvenile fiction","Children's fiction ; Comic or graphic novel ; Fantasy","English","",""
"Classics Reimagined Alice's Adventures in Wonderland","","020064424","Monograph","Language material ; Text","Online resource","","","9781631595714","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; D'Aquino, Andrea, illustrator [person]","Classics Reimagined","","","","Rockport","2017","","1 online resource (248 pages)","","ELD.DS.587440","","","English","",""
"Close encounters of the Snarkian kind : a portmanteau inspired by Lewis Carroll's The hunting of the snark","","017726719","Monograph","Language material ; Still image ; Text","Volume","GBB617057","","9781782011347","Sewell, Byron W.","","person","author ; illustrator","Everson, Michael, 1963-, writer [person] ; Sewell, Byron W., author ; illustrator [person]","","","Ireland","Portlaoise","Evertype","2016","","ix, 170 pages, black and white illustrations, 22 cm","823.92","YKL.2018.a.721","Carroll, Lewis, 1832-1898--Parodies, imitations, etc ; Fantasy fiction, English","Parody","English","",""
"Clásicos infantiles : Alicia en el país de las maravillas, Pinochio, Peter Pan","Alice's adventures in Wonderland ; Alicia en el país de las maravillas ; Avventure di Pinocchio ; Colección 3 clásicos infantiles ; Peter Pan ; Pinochio","014515371","Monograph","Language material ; Text","Volume","","","","","","","","Barrie, J. M. (James Matthew), 1860-1937 [person] ; Carroll, Lewis, 1832-1898 [person] ; Collodi, Carlo, 1826-1890 [person]","","","Spain","San Sebastián","Plan","1970-","","3 volumes in 1, illustrations, 20 x 28 cm","","LF.31.a.2155","Comic books, strips, etc","","Spanish","Title from cover",""
"Colección 3 clásicos infantiles","Alice's adventures in Wonderland ; Alicia en el país de las maravillas ; Avventure di Pinocchio ; Clásicos infantiles : Alicia en el país de las maravillas, Pinochio, Peter Pan ; Peter Pan ; Pinochio","014515371","Monograph","Language material ; Text","Volume","","","","","","","","Barrie, J. M. (James Matthew), 1860-1937 [person] ; Carroll, Lewis, 1832-1898 [person] ; Collodi, Carlo, 1826-1890 [person]","","","Spain","San Sebastián","Plan","1970-","","3 volumes in 1, illustrations, 20 x 28 cm","","LF.31.a.2155","Comic books, strips, etc","","Spanish","Title from cover",""
"Collection of small compositions written or rewritten in summer 1955","Potion scene ; Psalms ; Settings from Lewis Carroll ; Summer 1955 : a collection of small compositions written or rewritten in summer 1955 (1955) ; Ulysses at the edge ; Works. Selections","019017062","Monograph","Notated music","Volume","","","","Partch, Harry","1901-1974","person","composer","Corey, Charles, composer ; writer [person] ; Carroll, Lewis, 1832-1898, author [person] ; Partch, Harry, 1901-1974 [person] ; Rushworth, Julia, translator [person] ; Partch, Harry, 1901-1974, composer [person] ; Shakespeare, William, 1564-1616, author [person]","Harry","Partch edition [Harry]","Germany","Mainz","Schott","2017","Study score","1 study score (various pagings), 30 cm","783.242","H06/.18137","Quintets (Trumpet, percussion, double bass)--Scores ; Quartets (Clarinet, marimbas (2), cello), Arranged--Scores ; Carroll, Lewis, 1832-1898--Musical settings ; Partch, Harry, 1901-1974--Manuscripts--Facsimiles ; Vocal trios with instrumental ensemble--Scores ; Songs with instrumental ensemble--Scores ; Shakespeare, William, 1564-1616--Musical settings ; Music--Manuscripts--Facsimiles","Chamber music ; Facsimile ; Manuscript ; Musical arrangement ; Song","English ; French ; German","'This study score was prepared in March 2017.' ; Includes preface by Charles Corey in English, German and French ; Reproduction from holograph ; The 2nd work originally for voice and adapted viola; the 4th work presented in the original version for trumpet, double bass, and percussion and in an arrangement for clarinet, cello, and percussion",""
"Complete illustrated works","The complete works ; Works","015537673","Monograph","Language material ; Text","Volume","GBB132746","","9781905716845","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person] ; Tenniel, John, 1820-1914 [person]","","","England","London","Collector's Library ; Omnibus","2010","","530 pages, illustrations, 26 cm","823.8","YC.2011.b.272","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","'including Alice's adventures in wonderland ; and, Through the looking-glass / with illustrations by John Tenniel ; & Sylvie and Bruno ; The hunting of the snark, and other verse, rhymes, puzzles, and various stories.' ; Includes index",""
"Complete works","","009582161","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","","","","","Nonesuch","1939","","","823.8","823.8 *2648*","","","English","",""
"Contoyryssyn Ealish ayns Çheer ny Yindyssyn","Alice's adventures in Wonderland. Manx","015567634","Monograph","Language material ; Text","Volume","GBB068549","","9781904808480","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Stowell, Brian, translator [person]","","","Ireland","Cathair na Mart, Colorado Maigh Eo","Evertype","2010","","viii, 132 pages, illustrations, 22 cm","823.8","YK.2011.a.19988","Alice, (Fictitious character from Carroll)--Juvenile fiction ; Carroll, Lewis, 1832-1898--Translations into Manx","Children's fiction ; Fantasy ; Translations into Manx","Manx","",""
"Correspondence. Selections","Some Oxford scandals : seven 'letters to the editor'","010541285","Monograph","Language material ; Text","Volume","GB7834492","","","Dodgson, Charles Lutwidge","1832-1898","person","","Lewis Carroll Society [organisation] ; Dodgson, Charles Lutwidge, 1832-1898 [person]","","","England","Ardbeg Road, S E 24 ; London","Lewis Carroll Society","1978","","18 pages, 21 cm","378.42574 ; 378.4257409","X.908/41949","Authors, English--19th century--Correspondence ; University of Oxford--History--Sources ; Oxfordshire--Universities--University of Oxford--1874-1890--Biographies ; Dodgson, Charles Lutwidge, 1832-1898--Correspondence","","English","Limited edition of 200 copies",""
"Correspondence. Selections","The selected letters of Lewis Carroll","017037197","Monograph","Language material ; Still image ; Text","Volume","GBB513225","","9781137505460","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Cohen, Morton N. (Morton Norton), 1921-2017, editor [person] ; Green, Roger Lancelyn, editor [person]","","","England","Basingstoke","Palgrave Macmillan","2015","Anniversary edition","xix, 302 pages, 8 pages of plates, black and white illustrations, 22 cm","823.8","YC.2016.a.9285","Novelists, English--19th century--Correspondence ; Carroll, Lewis, 1832-1898--Correspondence","Correspondence","English","'The Macmillan Alice 150 years'--Front cover",""
"Create your own Alice & the Mad Hatter's tea party","Create your own Alice and the Mad Hatter's tea party","018266423","Monograph","Language material ; Still image ; Text","Volume","GBB8H3418","","9781509820467","","","","","","","","England","London","Macmillan","2017","","47 pages, 6 unnumbered pages, illustrations (black and white and colour), 27 cm","793.21","YKL.2018.b.5315","Children's parties ; Carroll, Lewis, 1832-1898 ; Group games ; Afternoon teas","","English","Includes 6 pages of stickers",""
"Create your own Alice and the Mad Hatter's tea party","Create your own Alice & the Mad Hatter's tea party","018266423","Monograph","Language material ; Still image ; Text","Volume","GBB8H3418","","9781509820467","","","","","","","","England","London","Macmillan","2017","","47 pages, 6 unnumbered pages, illustrations (black and white and colour), 27 cm","793.21","YKL.2018.b.5315","Children's parties ; Carroll, Lewis, 1832-1898 ; Group games ; Afternoon teas","","English","Includes 6 pages of stickers",""
"Creators of Wonderland","","004071261","Monograph","Language material ; Text","Volume","","","","Mespoulet, M. (Marguerite)","1880-","person","","Mespoulet, M. (Marguerite), 1880- [person]","","","United States of America","New York","Arrow","1934","","4 preliminary leaves, 3-74 pages, illustrations, 29 cm","","X.423/3077","Tenniel, John, 1820-1914 ; Carroll, Lewis, 1832-1898--Illustrations ; Caricature--Great Britain--History ; Grandville, J. J, 1803-1847 ; Caricature--France--History","Illustration","English","On nineteenth-century caricature, with special reference to J. J. Grandville, John Tenniel and C. L. Dodgson",""
"Crystal's adventures in a Cockney Wonderland","Alice's adventures in Wonderland. English (Rhyming slang)","017471731","Monograph","Language material ; Still image ; Text","Volume","GBB5A5333","","9781782011156","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Lovett, Charles C., translator [person]","","","Ireland","Portlaoise County Laois","Evertype","2015","","xi, 154 pages, black and white illustrations, 22 cm","823.8","YKL.2017.a.635","Carroll, Lewis, 1832-1898--Parodies, imitations, etc ; Alice, (Fictitious character from Carroll)","Parody","English","'Clearly this is not a translation in the purest sense. It is, rather, the result of a linguistic game - another sort of translation'--page viii",""
"Curiosa Mathematica","","000958348","Monograph","Language material ; Text","Volume","","","","Dodgson, Charles Lutwidge","1832-1898","person","","Dodgson, Charles Lutwidge, 1832-1898 [person]","","","England","London","Macmillan","1888","","2 parts (8°)","","8534.aa.52","","","","part 2 is of the second edition",""
"Curiosa Mathematica, part 1 : a new theory of parallels","","014412815","Monograph","Language material ; Text","Volume","","","","Dodgson, Charles Lutwidge","1832-1898","person","","Dodgson, Charles Lutwidge, 1832-1898 [person]","","","England","London","Macmillan","1981","3rd edition","","","W67/3495","","","English","University microfilm facsimile reprinted 1981",""
